1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
106	12.734762	11.954893	0.028067	1.508579	0.8
107	9.468408	12.930513	0.027260	3.744718	0.9
108	13.056744	13.869700	0.026525	1.761313	0.9
109	11.979737	13.128878	0.027101	5.152722	0.9
110	12.231722	14.109514	0.026344	2.704908	0.7
111	13.549660	15.108941	0.025615	3.270564	1.0
112	11.675829	14.359851	0.026158	6.760506	0.8
113	11.926037	15.359851	0.025438	0.778749	0.8
114	13.449860	14.614871	0.025970	4.557785	0.8
115	12.896848	15.263741	0.025506	2.444281	0.8
116	11.738703	16.160617	0.024890	4.774851	0.8
117	14.488301	17.160609	0.024238	6.079049	0.9
118	13.841294	16.688234	0.024542	6.036306	0.8
119	16.161832	15.939078	0.025039	1.384101	0.7
120	10.619548	15.193553	0.025555	2.647501	0.8
121	17.650525	15.807938	0.025129	3.029568	0.8
122	11.300201	15.060470	0.025649	6.981907	0.9
123	14.217279	14.311315	0.026194	2.048361	0.8
124	11.714770	13.562192	0.026761	3.089941	0.8
125	9.570919	14.536179	0.026028	1.001768	0.8
126	12.243548	15.442635	0.025380	3.371169	0.9
127	11.715613	16.395371	0.024734	1.182696	0.8
128	12.853003	17.330135	0.024131	2.533005	0.9
129	16.361366	17.795360	0.023841	4.816301	0.8
130	12.353632	18.795294	0.023242	5.685861	0.8
131	16.733683	18.046138	0.023688	1.560020	0.8
132	12.590103	17.297985	0.024151	3.523415	0.8
133	11.973823	17.014676	0.024331	1.995256	0.8
134	20.534912	16.600268	0.024599	11.269226	1.0
135	9.890593	17.489019	0.024031	3.520405	0.8
136	20.612305	18.489019	0.023422	9.358278	0.8
137	14.134627	17.739863	0.023875	3.954837	0.9
138	12.469630	18.739669	0.023275	6.349057	0.8
139	12.659608	19.739669	0.022703	3.546258	1.0
140	18.682848	18.990516	0.023129	1.420677	0.8
141	12.198910	18.249179	0.023566	2.093503	0.8
142	13.015137	18.566871	0.023376	0.416000	0.8
143	14.668667	18.619112	0.023346	5.853207	1.0
144	13.891948	18.072943	0.023672	8.409130	0.8
145	12.625850	19.072943	0.023081	2.524085	0.8
146	17.742269	18.323924	0.023521	7.678673	0.8
147	11.437095	19.300737	0.022951	4.368150	0.8
148	11.910381	20.300737	0.022395	2.912852	0.7
149	12.136557	19.551584	0.022809	3.835409	0.8
