1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
56	0.730099	2.561857	0.097564	0.880587	1.3
57	0.000000	2.607605	0.097375	0.000000	1.1
58	0.313729	2.653352	0.097187	0.216280	1.2
59	6.032005	2.699099	0.096999	3.606772	1.4
60	1.415697	2.744847	0.096812	0.251709	1.4
61	0.004945	2.790594	0.096626	0.037709	1.3
62	0.000000	2.836342	0.096440	0.000000	1.4
63	0.000000	2.882089	0.096256	0.000000	1.4
64	11.781601	2.927837	0.096072	0.665045	1.2
65	3.296902	2.973584	0.095888	1.822092	1.3
66	10.782942	3.019332	0.095706	1.574778	1.7
67	6.356185	3.065079	0.095524	0.881798	1.2
68	0.000000	3.110826	0.095343	0.000000	1.3
69	5.515392	3.156574	0.095162	0.575950	1.3
70	6.254897	3.202321	0.094982	1.786449	1.3
71	0.228147	3.248069	0.094803	0.142676	1.3
72	0.000000	3.293816	0.094624	0.000000	1.2
73	0.000000	3.339564	0.094446	0.000000	1.3
74	0.236312	3.385311	0.094269	0.314167	1.3
75	9.501262	3.431059	0.094093	1.266452	1.5
76	3.343291	3.476806	0.093917	1.531154	1.3
77	0.000181	3.522554	0.093742	0.000838	1.2
78	0.003791	3.568301	0.093567	0.033575	1.4
79	0.000000	3.614048	0.093393	0.000000	1.4
80	0.661532	3.659796	0.093220	0.583268	1.3
81	10.447416	3.705543	0.093047	1.614607	1.2
82	7.772401	3.751291	0.092875	1.443290	1.3
83	0.000000	3.797038	0.092704	0.000000	1.2
84	12.052544	3.842786	0.092533	2.196809	1.6
85	4.181792	3.888533	0.092363	3.350596	1.3
86	9.751197	3.934281	0.092194	3.769135	1.2
87	6.707842	3.980028	0.092025	1.416701	1.3
88	2.352733	4.025775	0.091857	1.101834	1.4
89	3.291307	4.071523	0.091689	0.454576	1.3
90	0.000117	4.117270	0.091522	0.000025	1.4
91	8.015540	4.163018	0.091356	3.661373	1.1
92	0.000000	4.208765	0.091190	0.000000	1.3
93	0.418968	4.254513	0.091025	0.040419	1.4
94	6.334610	4.300260	0.090860	2.200459	1.3
95	6.091597	4.346008	0.090696	1.271954	1.3
96	0.000000	4.391755	0.090533	0.000000	1.4
97	12.165403	4.437502	0.090370	2.284734	1.3
98	2.427488	4.483250	0.090208	0.733971	1.3
99	0.214906	4.528997	0.090046	0.313895	1.3
100	0.864994	4.574745	0.089885	0.408497	1.3
101	0.771852	4.620492	0.089725	0.178835	1.3
102	0.158804	4.666240	0.089565	0.060811	1.1
103	0.000000	4.711987	0.089405	0.000000	1.4
104	0.167773	4.757735	0.089246	0.265730	1.4
105	5.668153	4.803482	0.089088	0.706834	1.3
106	2.814364	4.849230	0.088931	1.320800	1.3
107	4.459990	4.894977	0.088773	0.622325	1.4
108	0.992068	4.940724	0.088617	0.051584	1.4
109	3.529946	4.986472	0.088461	1.942429	1.3
110	1.088529	5.032219	0.088305	0.650129	1.2
111	10.253789	5.077967	0.088151	0.888911	1.4
112	10.085097	5.123714	0.087996	1.996799	1.2
113	10.575923	5.169462	0.087842	2.224651	1.1
114	4.446917	5.215209	0.087689	1.588576	1.3
115	0.000000	5.260957	0.087536	0.000000	1.3
116	0.007385	5.306704	0.087384	0.016787	1.3
117	5.708737	5.352451	0.087232	1.397323	1.3
118	3.018677	5.398199	0.087081	0.992580	1.3
119	0.000000	5.443946	0.086931	0.000000	1.4
120	0.542140	5.489694	0.086780	0.094022	1.3
121	2.371213	5.535441	0.086631	1.563153	1.4
122	0.369606	5.581189	0.086482	0.214836	1.3
123	0.000000	5.626936	0.086333	0.000000	1.3
124	1.166800	5.672684	0.086185	0.764556	1.1
125	0.000000	5.718431	0.086037	0.000000	1.3
126	0.000000	5.764178	0.085890	0.000000	1.3
127	0.000000	5.809926	0.085744	0.000000	1.3
128	3.782888	5.855673	0.085598	0.429475	1.3
129	9.634730	5.901421	0.085452	4.058128	1.3
130	11.509148	5.947168	0.085307	4.493029	1.3
131	0.445399	5.992916	0.085163	0.086681	1.4
132	3.265125	6.038663	0.085018	1.326556	1.3
133	0.000000	6.084411	0.084875	0.000000	1.3
134	2.751366	6.130158	0.084732	1.050794	1.2
135	2.476170	6.175906	0.084589	0.936830	1.3
136	0.155461	6.221653	0.084447	0.064711	1.4
137	10.379632	6.267400	0.084305	2.308032	1.3
138	7.939627	6.313148	0.084164	2.089754	1.3
139	5.905129	6.358895	0.084023	1.984881	1.3
140	7.038810	6.404643	0.083883	2.457663	1.3
141	3.996172	6.450390	0.083743	2.203534	1.3
142	0.094713	6.496138	0.083604	0.114161	1.4
143	0.238381	6.541885	0.083465	0.095447	1.3
144	1.332732	6.587633	0.083327	0.974245	1.4
145	5.327528	6.633380	0.083189	1.142565	1.4
146	0.000005	6.679127	0.083051	0.000001	1.4
147	0.000000	6.724875	0.082914	0.000000	1.3
148	0.000000	6.770622	0.082778	0.000000	1.3
149	0.188453	6.816370	0.082642	0.104410	1.2
150	1.079273	6.862117	0.082506	0.797768	1.2
151	1.099836	6.907865	0.082371	0.111324	1.3
152	11.995693	6.953612	0.082236	2.110463	1.3
153	6.242456	6.999360	0.082101	3.494997	1.6
154	0.071447	7.045107	0.081967	0.099018	1.5
155	0.000000	7.090854	0.081834	0.000000	1.7
156	0.536403	7.136602	0.081701	0.341816	1.6
157	6.077334	7.182349	0.081568	2.334048	1.5
158	2.875638	7.228097	0.081436	0.492780	1.4
159	1.657073	7.273844	0.081304	1.320061	1.3
160	0.000001	7.319592	0.081173	0.000000	1.2
161	8.953050	7.365339	0.081042	4.497068	1.2
162	0.000237	7.411087	0.080912	0.001448	1.2
163	0.000000	7.456834	0.080782	0.000000	1.3
164	0.000000	7.502582	0.080652	0.000000	1.2
165	1.933533	7.548329	0.080523	1.732584	1.2
166	13.413233	7.594076	0.080394	7.490123	1.2
167	0.000902	7.639824	0.080265	0.003793	1.3
168	0.000297	7.685571	0.080137	0.001218	1.3
169	2.000861	7.731319	0.080010	0.819008	1.3
170	0.000000	7.777066	0.079883	0.000000	1.2
171	2.888365	7.822814	0.079756	0.292298	1.3
172	0.887164	7.868561	0.079629	0.985101	1.3
173	0.003008	7.914309	0.079503	0.022615	1.3
174	0.000000	7.960056	0.079378	0.000000	1.2
175	1.530036	8.005803	0.079253	0.490272	1.2
176	14.537029	8.051551	0.079128	4.188427	1.3
177	9.408079	8.097298	0.079003	1.083593	1.5
178	5.385608	8.143046	0.078879	2.295837	1.3
179	0.767728	8.188793	0.078756	0.621784	1.4
180	0.000000	8.234541	0.078633	0.000000	1.7
181	3.144889	8.280288	0.078510	0.460476	1.5
182	0.432482	8.326036	0.078387	0.654740	1.2
183	1.482976	8.371783	0.078265	0.495241	1.3
184	0.000000	8.417530	0.078143	0.000000	1.3
185	5.228084	8.463278	0.078022	1.539646	1.3
186	0.000000	8.509025	0.077901	0.000000	1.5
187	8.591393	8.554773	0.077781	1.797481	1.4
188	1.763713	8.600520	0.077660	0.218324	1.4
189	1.051402	8.646268	0.077541	0.258150	1.6
190	8.919789	8.692015	0.077421	1.988438	1.3
191	6.131785	8.737763	0.077302	0.311960	1.7
192	0.000000	8.783510	0.077183	0.000000	1.6
193	0.000000	8.829258	0.077065	0.000000	1.8
194	3.173057	8.875005	0.076947	1.072423	1.3
195	0.000000	8.920752	0.076829	0.000000	1.3
196	0.002962	8.966500	0.076712	0.005972	1.7
197	0.220647	9.012247	0.076595	0.268029	1.7
198	1.009686	9.057995	0.076478	0.972926	1.3
199	0.181578	9.103742	0.076362	0.268939	1.0
200	8.869488	9.149490	0.076246	2.228100	1.1
201	0.000000	9.195237	0.076131	0.000000	1.3
202	1.216598	9.240985	0.076016	0.588112	1.4
203	0.000000	9.286732	0.075901	0.000000	1.5
204	0.047991	9.332479	0.075786	0.176590	1.5
205	0.000000	9.378227	0.075672	0.000000	1.3
206	0.568844	9.423974	0.075558	0.421151	1.2
207	0.676705	9.469722	0.075445	0.277895	1.3
208	1.303625	9.515469	0.075332	0.752237	1.3
209	8.249661	9.561217	0.075219	0.453407	1.4
210	0.034704	9.606964	0.075107	0.023897	1.5
211	1.372054	9.652712	0.074995	0.198121	1.3
212	7.072292	9.698459	0.074883	2.907047	1.4
213	0.716663	9.744206	0.074771	0.721566	1.4
214	2.268525	9.789954	0.074660	1.369649	1.5
215	0.274740	9.835701	0.074550	0.349335	1.3
216	3.761373	9.881449	0.074439	1.476833	1.4
217	6.420575	9.927196	0.074329	1.868994	1.5
218	4.468013	9.972944	0.074219	1.103169	1.3
219	5.785108	10.018691	0.074110	2.325226	1.4
220	0.000000	10.064439	0.074001	0.000000	1.4
221	3.944452	10.110186	0.073892	1.377577	1.4
222	0.458792	10.155934	0.073783	0.686594	1.3
223	9.972077	10.201681	0.073675	2.288034	1.3
224	0.000000	10.247428	0.073567	0.000000	1.1
225	6.309241	10.293176	0.073460	2.341891	1.2
226	8.294897	10.338923	0.073352	2.674413	1.3
227	0.143254	10.384671	0.073246	0.196384	1.3
228	0.734731	10.430418	0.073139	0.386910	1.3
229	1.202869	10.476166	0.073033	0.660970	1.3
230	0.032752	10.521913	0.072927	0.116371	1.3
231	2.117266	10.567661	0.072821	0.907103	1.3
232	3.868261	10.613408	0.072716	0.592092	1.3
233	0.000860	10.659155	0.072610	0.001575	1.4
234	0.153243	10.704903	0.072506	0.125586	1.3
235	2.170505	10.750650	0.072401	0.236839	1.2
236	4.427540	10.796398	0.072297	0.765629	1.6
237	3.995195	10.842145	0.072193	1.662443	1.3
238	0.042917	10.887893	0.072090	0.152583	1.3
239	0.687197	10.933640	0.071986	0.734040	1.4
240	6.614997	10.979388	0.071883	3.164807	1.3
241	1.081869	11.025135	0.071781	0.482702	1.3
242	2.419655	11.070882	0.071678	1.482488	1.4
243	0.000000	11.116630	0.071576	0.000000	1.3
244	2.076491	11.162377	0.071474	0.375382	1.4
245	0.471332	11.208125	0.071373	0.604045	1.4
246	3.550095	11.253872	0.071272	2.693943	1.3
247	1.202795	11.299620	0.071171	0.445803	1.3
248	0.550671	11.345367	0.071070	0.381495	1.4
249	0.000000	11.391115	0.070970	0.000000	1.3
250	0.000000	11.436862	0.070870	0.000000	1.4
251	2.978537	11.482610	0.070770	1.609224	1.4
252	13.000549	11.528357	0.070670	2.412849	1.3
253	10.015586	11.574104	0.070571	1.935768	1.3
254	0.142126	11.619852	0.070472	0.298408	1.2
255	12.772282	11.665599	0.070373	1.768385	1.3
256	0.250559	11.711347	0.070275	0.182527	1.3
257	0.049416	11.757094	0.070177	0.017880	1.4
258	0.000000	11.802842	0.070079	0.000000	1.2
259	4.757270	11.848589	0.069981	0.952505	1.3
260	12.729029	11.894337	0.069884	0.476750	1.4
261	2.933366	11.940084	0.069787	1.551765	1.4
262	10.329097	11.985831	0.069690	2.009719	1.4
263	0.000000	12.031579	0.069594	0.000000	1.4
264	0.000000	12.077326	0.069497	0.000000	1.4
265	0.135599	12.123074	0.069401	0.099985	1.3
266	0.997616	12.168821	0.069306	0.686112	1.4
267	6.185910	12.214569	0.069210	1.412221	1.3
268	0.864198	12.260316	0.069115	0.087854	1.3
269	4.905933	12.306064	0.069020	0.344975	1.4
270	6.787708	12.351811	0.068925	3.008028	1.4
271	0.120588	12.397558	0.068831	0.100778	1.4
272	0.013638	12.443306	0.068737	0.071970	1.3
273	5.251429	12.489053	0.068643	2.693125	1.3
274	0.237301	12.534801	0.068549	0.362915	1.3
275	2.023872	12.580548	0.068456	0.860596	1.2
276	1.978183	12.626296	0.068363	0.581701	1.2
277	0.012891	12.672043	0.068270	0.017645	1.3
278	0.021410	12.717791	0.068177	0.016528	1.3
279	0.000000	12.763538	0.068085	0.000000	1.0
280	1.553421	12.809286	0.067993	0.437708	1.3
281	2.725384	12.855033	0.067901	0.543292	1.3
282	0.005801	12.900780	0.067809	0.037890	1.5
283	0.000000	12.946528	0.067718	0.000000	1.3
284	0.898468	12.992275	0.067627	0.523043	1.3
285	9.789879	13.038023	0.067536	2.489732	1.3
286	2.846205	13.083770	0.067445	0.936016	1.2
287	3.525586	13.129518	0.067355	1.162965	1.3
288	0.000000	13.175265	0.067265	0.000000	1.2
289	0.128727	13.221013	0.067175	0.123887	1.2
290	9.050671	13.266760	0.067085	1.302263	1.3
291	7.958076	13.312507	0.066996	0.927143	1.4
292	1.432457	13.358255	0.066906	0.691448	1.4
293	0.000000	13.404002	0.066817	0.000000	1.3
294	1.046862	13.449750	0.066729	0.163005	1.3
295	0.000000	13.495497	0.066640	0.000000	1.3
296	0.000000	13.541245	0.066552	0.000000	1.3
297	0.000000	13.586992	0.066464	0.000000	1.3
298	5.622609	13.632740	0.066376	1.311933	1.3
299	10.078016	13.678487	0.066289	1.849855	1.3
