1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
118	1.390666	55.170351	0.313596	0.079856	0.8
119	1.549851	55.832370	0.310894	0.217025	0.8
120	1.122015	55.623809	0.311740	0.049928	0.8
121	1.392057	56.555721	0.307994	0.117284	0.9
122	1.605168	56.718398	0.307349	0.101325	0.8
123	1.716431	56.510218	0.308175	0.177830	0.8
124	1.761585	56.302989	0.309001	0.112426	0.8
125	1.250071	56.094646	0.309836	0.030984	0.8
126	1.421585	56.281605	0.309087	0.157277	0.8
127	1.827941	56.077274	0.309906	0.110029	1.0
128	1.430221	55.868712	0.310747	0.171602	0.9
129	1.545661	55.661050	0.311589	0.228570	0.9
130	1.617116	55.452478	0.312439	0.048735	0.8
131	1.303323	55.278573	0.313151	0.078151	1.0
132	1.376710	55.546697	0.312054	0.046948	0.8
133	1.597244	55.842971	0.310851	0.148821	0.9
134	1.209757	55.636620	0.311688	0.140912	0.8
135	1.568118	56.636620	0.307673	0.201440	1.1
136	1.413163	57.636620	0.303761	0.109535	0.8
137	1.259161	58.636220	0.299948	0.152097	1.2
138	1.358864	58.427674	0.300735	0.178015	0.8
139	1.283187	58.219103	0.301527	0.078125	0.8
140	1.525877	58.018732	0.302292	0.164409	0.8
141	1.382907	59.007973	0.298554	0.135582	0.9
142	1.363992	60.007972	0.294869	0.144115	0.8
143	1.543122	61.007890	0.291273	0.148106	0.9
144	1.613929	60.824140	0.291927	0.108752	0.9
145	1.514596	60.615569	0.292673	0.200096	0.9
146	1.424634	61.615568	0.289131	0.037545	0.9
147	1.475683	62.578560	0.285799	0.059264	0.9
148	1.469363	63.038235	0.284236	0.110259	0.8
149	1.275595	62.831121	0.284938	0.138717	0.9
