1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
65	11.508914	3.996631	0.037002	1.073311	0.9
66	10.930422	3.299241	0.038064	2.897162	0.9
67	12.832258	4.022533	0.036964	2.175760	0.9
68	11.797098	4.641288	0.036072	2.208588	0.9
69	15.273657	5.629045	0.034734	2.959325	1.1
70	10.492759	5.029161	0.035534	3.258929	0.9
71	12.958846	4.504443	0.036265	1.231992	0.9
72	7.626678	3.849881	0.037221	1.251414	0.9
73	15.047890	3.357226	0.037974	5.123514	0.9
74	17.997205	4.336886	0.036505	3.808813	0.9
75	11.921339	5.336886	0.035119	1.715696	1.0
76	16.854680	4.588476	0.036146	3.576468	0.9
77	8.407872	3.865128	0.037198	1.204142	0.9
78	11.276024	4.587112	0.036148	3.612274	0.9
79	10.777033	5.571731	0.034809	2.439266	0.9
80	15.351006	5.963365	0.034303	2.103344	0.9
81	14.327190	6.107687	0.034121	4.737345	1.1
82	12.168427	5.488646	0.034918	2.488290	0.9
83	9.325201	4.739539	0.035934	3.240829	0.8
84	10.858020	5.735180	0.034596	2.966057	0.8
85	9.397543	6.735128	0.033349	2.367980	0.9
86	12.948414	5.987558	0.034273	5.318310	0.8
87	16.898654	5.238404	0.035251	4.596555	0.8
88	15.412131	4.489721	0.036286	5.021811	0.9
89	13.608759	5.489721	0.034917	3.893055	0.8
90	19.881350	4.740565	0.035933	6.844952	1.0
91	10.240207	5.740565	0.034589	3.589785	0.9
92	12.435366	6.725931	0.033360	1.651033	0.8
93	13.595546	7.720498	0.032205	7.887878	0.8
94	17.129171	8.720118	0.031121	6.010916	0.8
95	14.299822	7.970962	0.031926	2.878746	0.8
96	12.631250	8.970962	0.030861	5.714810	0.8
97	15.716651	9.970962	0.029864	3.835097	0.8
98	9.916280	9.221806	0.030605	1.241220	0.9
99	12.510220	8.944260	0.030888	6.077449	0.8
100	15.672722	9.942880	0.029892	9.301753	0.9
101	16.631285	9.193724	0.030633	6.214214	0.9
102	9.119651	10.193724	0.029651	1.301940	0.9
103	9.594279	11.193510	0.028730	3.468344	0.9
104	16.289062	10.812454	0.029075	4.264998	0.9
105	11.562224	10.954912	0.028945	4.248964	0.9
106	12.734762	11.954893	0.028067	1.508579	0.9
107	9.468408	12.930513	0.027260	3.744718	1.2
108	13.056744	13.869700	0.026525	1.761313	0.9
109	11.979737	13.128878	0.027101	5.152722	0.9
110	12.231722	14.109514	0.026344	2.704908	0.8
111	13.549660	15.108941	0.025615	3.270564	0.8
112	11.675829	14.359851	0.026158	6.760506	0.9
113	11.926037	15.359851	0.025438	0.778749	0.8
114	13.449860	14.614871	0.025970	4.557785	0.8
115	12.896848	15.263741	0.025506	2.444281	0.7
116	11.738703	16.160617	0.024890	4.774851	0.9
117	14.488301	17.160609	0.024238	6.079049	0.9
118	13.841294	16.688234	0.024542	6.036306	0.9
119	16.161832	15.939078	0.025039	1.384101	0.9
120	10.619548	15.193553	0.025555	2.647501	0.8
121	17.650525	15.807938	0.025129	3.029568	0.9
122	11.300201	15.060470	0.025649	6.981907	0.9
123	14.217279	14.311315	0.026194	2.048361	0.9
124	11.714770	13.562192	0.026761	3.089941	0.9
125	9.570919	14.536179	0.026028	1.001768	0.8
126	12.243548	15.442635	0.025380	3.371169	0.8
127	11.715613	16.395371	0.024734	1.182696	0.9
128	12.853003	17.330135	0.024131	2.533005	0.9
129	16.361366	17.795360	0.023841	4.816301	0.9
130	12.353632	18.795294	0.023242	5.685861	0.8
131	16.733683	18.046138	0.023688	1.560020	0.8
132	12.590103	17.297985	0.024151	3.523415	0.9
133	11.973823	17.014676	0.024331	1.995256	0.9
134	20.534912	16.600268	0.024599	11.269226	0.9
135	9.890593	17.489019	0.024031	3.520405	0.8
136	20.612305	18.489019	0.023422	9.358278	1.1
137	14.134627	17.739863	0.023875	3.954837	1.0
138	12.469630	18.739669	0.023275	6.349057	0.9
139	12.659608	19.739669	0.022703	3.546258	1.1
140	18.682848	18.990516	0.023129	1.420677	0.9
141	12.198910	18.249179	0.023566	2.093503	0.9
142	13.015137	18.566871	0.023376	0.416000	1.2
143	14.668667	18.619112	0.023346	5.853207	0.9
144	13.891948	18.072943	0.023672	8.409130	0.8
145	12.625850	19.072943	0.023081	2.524085	0.8
146	17.742269	18.323924	0.023521	7.678673	0.8
147	11.437095	19.300737	0.022951	4.368150	1.0
148	11.910381	20.300737	0.022395	2.912852	0.9
149	12.136557	19.551584	0.022809	3.835409	0.8
